icd9_code	icd9_phe	potential_matches
8064	Closed fracture of lumbar spine with spinal cord injury	ICD10_code:S34129A:phenoname:Incomplete lesion of unspecified level of lumbar spinal cord, initial encounter|ICD10_code:S34125A:phenoname:Incomplete lesion of L5 level of lumbar spinal cord, initial encounter|ICD10_code:S34124A:phenoname:Incomplete lesion of L4 level of lumbar spinal cord, initial encounter|ICD10_code:S34123A:phenoname:Incomplete lesion of L3 level of lumbar spinal cord, initial encounter|ICD10_code:S34122A:phenoname:Incomplete lesion of L2 level of lumbar spinal cord, initial encounter|ICD10_code:S34121A:phenoname:Incomplete lesion of L1 level of lumbar spinal cord, initial encounter|ICD10_code:S34119A:phenoname:Complete lesion of unspecified level of lumbar spinal cord, initial encounter|ICD10_code:S34115A:phenoname:Complete lesion of L5 level of lumbar spinal cord, initial encounter|ICD10_code:S34114A:phenoname:Complete lesion of L4 level of lumbar spinal cord, initial encounter|ICD10_code:S34113A:phenoname:Complete lesion of L3 level of lumbar spinal cord, initial encounter|ICD10_code:S34112A:phenoname:Complete lesion of L2 level of lumbar spinal cord, initial encounter|ICD10_code:S34111A:phenoname:Complete lesion of L1 level of lumbar spinal cord, initial encounter|ICD10_code:S34109A:phenoname:Unspecified injury to unspecified level of lumbar spinal cord, initial encounter|ICD10_code:S34105A:phenoname:Unspecified injury to L5 level of lumbar spinal cord, initial encounter|ICD10_code:S34104A:phenoname:Unspecified injury to L4 level of lumbar spinal cord, initial encounter|ICD10_code:S34103A:phenoname:Unspecified injury to L3 level of lumbar spinal cord, initial encounter|ICD10_code:S34102A:phenoname:Unspecified injury to L2 level of lumbar spinal cord, initial encounter|ICD10_code:S34101A:phenoname:Unspecified injury to L1 level of lumbar spinal cord, initial encounter|ICD10_code:S32059A:phenoname:Unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture|ICD10_code:S32049A:phenoname:Unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture|ICD10_code:S32039A:phenoname:Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture|ICD10_code:S32029A:phenoname:Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture|ICD10_code:S32019A:phenoname:Unspecified fracture of first lumbar vertebra, initial encounter for closed fracture|ICD10_code:S32009A:phenoname:Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture
8068	Closed fracture of unspecified vertebral column with spinal cord injury	ICD10_code:S34139A:phenoname:Unspecified injury to sacral spinal cord, initial encounter|ICD10_code:S34109A:phenoname:Unspecified injury to unspecified level of lumbar spinal cord, initial encounter|ICD10_code:S3210XA:phenoname:Unspecified fracture of sacrum, initial encounter for closed fracture|ICD10_code:S32009A:phenoname:Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture|ICD10_code:S24109A:phenoname:Unspecified injury at unspecified level of thoracic spinal cord, initial encounter|ICD10_code:S22009A:phenoname:Unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture|ICD10_code:S14109A:phenoname:Unspecified injury at unspecified level of cervical spinal cord, initial encounter|ICD10_code:S129XXA:phenoname:Fracture of neck, unspecified, initial encounter
808	Fracture of pelvis	
8082	Closed fracture of pubis	ICD10_code:S32509A:phenoname:Unspecified fracture of unspecified pubis, initial encounter for closed fracture|ICD10_code:S32502A:phenoname:Unspecified fracture of left pubis, initial encounter for closed fracture|ICD10_code:S32501A:phenoname:Unspecified fracture of right pubis, initial encounter for closed fracture
80843	Multiple closed pelvic fractures with disruption of pelvic circle	ICD10_code:S32811A:phenoname:Multiple fractures of pelvis with unstable disruption of pelvic ring, initial encounter for closed fracture|ICD10_code:S32810A:phenoname:Multiple fractures of pelvis with stable disruption of pelvic ring, initial encounter for closed fracture
810	Fracture of clavicle	
812	Fracture of humerus	
81201	Closed fracture of surgical neck of humerus	ICD10_code:S42216A:phenoname:Unspecified nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture|ICD10_code:S42213A:phenoname:Unspecified displaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
81202	Closed fracture of anatomical neck of humerus	ICD10_code:S42295A:phenoname:Other nondisplaced fracture of upper end of left humerus, initial encounter for closed fracture|ICD10_code:S42293A:phenoname:Other displaced fracture of upper end of unspecified humerus, initial encounter for closed fracture
81203	Closed fracture of greater tuberosity of humerus	ICD10_code:S42256A:phenoname:Nondisplaced fracture of greater tuberosity of unspecified humerus, initial encounter for closed fracture|ICD10_code:S42253A:phenoname:Displaced fracture of greater tuberosity of unspecified humerus, initial encounter for closed fracture
81209	Other closed fracture of upper end of humerus	ICD10_code:S42296A:phenoname:Other nondisplaced fracture of upper end of unspecified humerus, initial encounter for closed fracture|ICD10_code:S42293A:phenoname:Other displaced fracture of upper end of unspecified humerus, initial encounter for closed fracture
813	Fracture of radius and ulna	
81391	Open fracture of unspecified part of radius (alone)	ICD10_code:S5290XC:phenoname:Unspecified fracture of unspecified forearm, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S5290XB:phenoname:Unspecified fracture of unspecified forearm, initial encounter for open fracture type I or II
814	Fracture of carpal bone(s)	
816	Fracture of one or more phalanges of hand	
820	Fracture of neck of femur	
82302	Closed fracture of upper end of fibula with tibia	ICD10_code:S82832A:phenoname:Other fracture of upper and lower end of left fibula, initial encounter for closed fracture|ICD10_code:S82831A:phenoname:Other fracture of upper and lower end of right fibula, initial encounter for closed fracture|ICD10_code:S82102A:phenoname:Unspecified fracture of upper end of left tibia, initial encounter for closed fracture|ICD10_code:S82101A:phenoname:Unspecified fracture of upper end of right tibia, initial encounter for closed fracture
82310	Open fracture of upper end of tibia alone	ICD10_code:S82109C:phenoname:Unspecified fracture of upper end of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S82109B:phenoname:Unspecified fracture of upper end of unspecified tibia, initial encounter for open fracture type I or II
82322	Closed fracture of shaft of fibula with tibia	ICD10_code:S82402A:phenoname:Unspecified fracture of shaft of left fibula, initial encounter for closed fracture|ICD10_code:S82401A:phenoname:Unspecified fracture of shaft of right fibula, initial encounter for closed fracture|ICD10_code:S82202A:phenoname:Unspecified fracture of shaft of left tibia, initial encounter for closed fracture|ICD10_code:S82201A:phenoname:Unspecified fracture of shaft of right tibia, initial encounter for closed fracture
82330	Open fracture of shaft of tibia alone	ICD10_code:S82209C:phenoname:Unspecified fracture of shaft of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S82209B:phenoname:Unspecified fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II
82332	Open fracture of shaft of fibula with tibia	ICD10_code:S82402B:phenoname:Unspecified fracture of shaft of left fibula, initial encounter for open fracture type I or II|ICD10_code:S82401B:phenoname:Unspecified fracture of shaft of right fibula, initial encounter for open fracture type I or II|ICD10_code:S82202B:phenoname:Unspecified fracture of shaft of left tibia, initial encounter for open fracture type I or II|ICD10_code:S82201B:phenoname:Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II
8238	Fracture of unspecified part of tibia and fibula, closed	
82382	Closed fracture of unspecified part of fibula with tibia	ICD10_code:S82202A:phenoname:Unspecified fracture of shaft of left tibia, initial encounter for closed fracture|ICD10_code:S82201A:phenoname:Unspecified fracture of shaft of right tibia, initial encounter for closed fracture|ICD10_code:S82402A:phenoname:Unspecified fracture of shaft of left fibula, initial encounter for closed fracture|ICD10_code:S82401A:phenoname:Unspecified fracture of shaft of right fibula, initial encounter for closed fracture
82390	Open fracture of unspecified part of tibia alone	ICD10_code:S82201C:phenoname:Unspecified fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S82201B:phenoname:Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II
82392	Open fracture of unspecified part of fibula with tibia	ICD10_code:S82402B:phenoname:Unspecified fracture of shaft of left fibula, initial encounter for open fracture type I or II|ICD10_code:S82401B:phenoname:Unspecified fracture of shaft of right fibula, initial encounter for open fracture type I or II|ICD10_code:S82202B:phenoname:Unspecified fracture of shaft of left tibia, initial encounter for open fracture type I or II|ICD10_code:S82201B:phenoname:Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II
824	Fracture of ankle	
8244	Bimalleolar fracture, closed	ICD10_code:S82846A:phenoname:Nondisplaced bimalleolar fracture of unspecified lower leg, initial encounter for closed fracture|ICD10_code:S82843A:phenoname:Displaced bimalleolar fracture of unspecified lower leg, initial encounter for closed fracture
8245	Bimalleolar fracture, open	ICD10_code:S82846C:phenoname:Nondisplaced bimalleolar fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S82846B:phenoname:Nondisplaced bimalleolar fracture of unspecified lower leg, initial encounter for open fracture type I or II|ICD10_code:S82843C:phenoname:Displaced bimalleolar fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S82843B:phenoname:Displaced bimalleolar fracture of unspecified lower leg, initial encounter for open fracture type I or II
8246	Trimalleolar fracture, closed	ICD10_code:S82856A:phenoname:Nondisplaced trimalleolar fracture of unspecified lower leg, initial encounter for closed fracture|ICD10_code:S82853A:phenoname:Displaced trimalleolar fracture of unspecified lower leg, initial encounter for closed fracture
8247	Trimalleolar fracture, open	ICD10_code:S82856C:phenoname:Nondisplaced trimalleolar fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S82856B:phenoname:Nondisplaced trimalleolar fracture of unspecified lower leg, initial encounter for open fracture type I or II|ICD10_code:S82853C:phenoname:Displaced trimalleolar fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S82853B:phenoname:Displaced trimalleolar fracture of unspecified lower leg, initial encounter for open fracture type I or II
8249	Unspecified fracture of ankle, open	ICD10_code:S82899C:phenoname:Other fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S82899B:phenoname:Other fracture of unspecified lower leg, initial encounter for open fracture type I or II
82522	Closed fracture of navicular [scaphoid], foot	ICD10_code:S92256A:phenoname:Nondisplaced fracture of navicular [scaphoid] of unspecified foot, initial encounter for closed fracture|ICD10_code:S92253A:phenoname:Displaced fracture of navicular [scaphoid] of unspecified foot, initial encounter for closed fracture
82523	Closed fracture of cuboid	ICD10_code:S92216A:phenoname:Nondisplaced fracture of cuboid bone of unspecified foot, initial encounter for closed fracture|ICD10_code:S92213A:phenoname:Displaced fracture of cuboid bone of unspecified foot, initial encounter for closed fracture
82524	Closed fracture of cuneiform, foot	ICD10_code:S92246A:phenoname:Nondisplaced fracture of medial cuneiform of unspecified foot, initial encounter for closed fracture|ICD10_code:S92243A:phenoname:Displaced fracture of medial cuneiform of unspecified foot, initial encounter for closed fracture|ICD10_code:S92236A:phenoname:Nondisplaced fracture of intermediate cuneiform of unspecified foot, initial encounter for closed fracture|ICD10_code:S92233A:phenoname:Displaced fracture of intermediate cuneiform of unspecified foot, initial encounter for closed fracture|ICD10_code:S92226A:phenoname:Nondisplaced fracture of lateral cuneiform of unspecified foot, initial encounter for closed fracture|ICD10_code:S92223A:phenoname:Displaced fracture of lateral cuneiform of unspecified foot, initial encounter for closed fracture
82529	Other closed fracture of tarsal and metatarsal bones	ICD10_code:S92302A:phenoname:Fracture of unspecified metatarsal bone(s), left foot, initial encounter for closed fracture|ICD10_code:S92301A:phenoname:Fracture of unspecified metatarsal bone(s), right foot, initial encounter for closed fracture|ICD10_code:S92209A:phenoname:Fracture of unspecified tarsal bone(s) of unspecified foot, initial encounter for closed fracture|ICD10_code:S92202A:phenoname:Fracture of unspecified tarsal bone(s) of left foot, initial encounter for closed fracture|ICD10_code:S92202A:phenoname:Fracture of unspecified tarsal bone(s) of left foot, initial encounter for closed fracture|ICD10_code:S92201A:phenoname:Fracture of unspecified tarsal bone(s) of right foot, initial encounter for closed fracture|ICD10_code:S92201A:phenoname:Fracture of unspecified tarsal bone(s) of right foot, initial encounter for closed fracture
8260	Closed fracture of one or more phalanges of foot	ICD10_code:S92506A:phenoname:Nondisplaced unspecified fracture of unspecified lesser toe(s), initial encounter for closed fracture|ICD10_code:S92503A:phenoname:Displaced unspecified fracture of unspecified lesser toe(s), initial encounter for closed fracture|ICD10_code:S92406A:phenoname:Nondisplaced unspecified fracture of unspecified great toe, initial encounter for closed fracture|ICD10_code:S92403A:phenoname:Displaced unspecified fracture of unspecified great toe, initial encounter for closed fracture
8261	Open fracture of one or more phalanges of foot	ICD10_code:S92506B:phenoname:Nondisplaced unspecified fracture of unspecified lesser toe(s), initial encounter for open fracture|ICD10_code:S92503B:phenoname:Displaced unspecified fracture of unspecified lesser toe(s), initial encounter for open fracture|ICD10_code:S92406B:phenoname:Nondisplaced unspecified fracture of unspecified great toe, initial encounter for open fracture|ICD10_code:S92403B:phenoname:Displaced unspecified fracture of unspecified great toe, initial encounter for open fracture
831	Dislocation of shoulder	
836	Dislocation of knee	
8408	Sprains and strains of other specified sites of shoulder and upper arm	ICD10_code:S46819A:phenoname:Strain of other muscles, fascia and tendons at shoulder and upper arm level, unspecified arm, initial encounter|ICD10_code:S46119A:phenoname:Strain of muscle, fascia and tendon of long head of biceps, unspecified arm, initial encounter|ICD10_code:S46019A:phenoname:Strain of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder, initial encounter|ICD10_code:S43499A:phenoname:Other sprain of unspecified shoulder joint, initial encounter
8409	Sprains and strains of unspecified site of shoulder and upper arm	ICD10_code:S46919A:phenoname:Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, unspecified arm, initial encounter|ICD10_code:S43409A:phenoname:Unspecified sprain of unspecified shoulder joint, initial encounter
8419	Sprains and strains of unspecified site of elbow and forearm	ICD10_code:S56919A:phenoname:Strain of unspecified muscles, fascia and tendons at forearm level, unspecified arm, initial encounter|ICD10_code:S53409A:phenoname:Unspecified sprain of unspecified elbow, initial encounter
84200	Sprain of wrist, unspecified site	ICD10_code:S66919A:phenoname:Strain of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, initial encounter|ICD10_code:S63509A:phenoname:Unspecified sprain of unspecified wrist, initial encounter
84202	Sprain of radiocarpal (joint) (ligament) of wrist	ICD10_code:S63529A:phenoname:Sprain of radiocarpal joint of unspecified wrist, initial encounter|ICD10_code:S63329A:phenoname:Traumatic rupture of unspecified radiocarpal ligament, initial encounter
84210	Sprain of hand, unspecified site	ICD10_code:S66919A:phenoname:Strain of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, initial encounter|ICD10_code:S6390XA:phenoname:Sprain of unspecified part of unspecified wrist and hand, initial encounter
84212	Sprain of metacarpophalangeal (joint) of hand	ICD10_code:S63659A:phenoname:Sprain of metacarpophalangeal joint of unspecified finger, initial encounter|ICD10_code:S63649A:phenoname:Sprain of metacarpophalangeal joint of unspecified thumb, initial encounter
84213	Sprain of interphalangeal (joint) of hand	ICD10_code:S63639A:phenoname:Sprain of interphalangeal joint of unspecified finger, initial encounter|ICD10_code:S63629A:phenoname:Sprain of interphalangeal joint of unspecified thumb, initial encounter
8439	Sprains and strains of unspecified site of hip and thigh	ICD10_code:S76919A:phenoname:Strain of unspecified muscles, fascia and tendons at thigh level, unspecified thigh, initial encounter|ICD10_code:S73109A:phenoname:Unspecified sprain of unspecified hip, initial encounter
8448	Sprains and strains of other specified sites of knee and leg	ICD10_code:S86819A:phenoname:Strain of other muscle(s) and tendon(s) at lower leg level, unspecified leg, initial encounter|ICD10_code:S838X9A:phenoname:Sprain of other specified parts of unspecified knee, initial encounter
8449	Sprains and strains of unspecified site of knee and leg	ICD10_code:S86919A:phenoname:Strain of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, initial encounter|ICD10_code:S8390XA:phenoname:Sprain of unspecified site of unspecified knee, initial encounter
8450	Ankle sprain	
84500	Sprain of ankle, unspecified site	ICD10_code:S96919A:phenoname:Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter|ICD10_code:S93409A:phenoname:Sprain of unspecified ligament of unspecified ankle, initial encounter
84509	Other sprains and strains of ankle	ICD10_code:S93499A:phenoname:Sprain of other ligament of unspecified ankle, initial encounter|ICD10_code:S86019A:phenoname:Strain of unspecified Achilles tendon, initial encounter
84510	Sprain of foot, unspecified site	ICD10_code:S96919A:phenoname:Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter|ICD10_code:S93609A:phenoname:Unspecified sprain of unspecified foot, initial encounter
847	Sprains and strains of other and unspecified parts of back	
8471	Sprain of thoracic	ICD10_code:S238XXA:phenoname:Sprain of other specified parts of thorax, initial encounter|ICD10_code:S233XXA:phenoname:Sprain of ligaments of thoracic spine, initial encounter
8488	Other specified sites of sprains and strains	ICD10_code:S39011A:phenoname:Strain of muscle, fascia and tendon of abdomen, initial encounter|ICD10_code:S29019A:phenoname:Strain of muscle and tendon of unspecified wall of thorax, initial encounter|ICD10_code:S039XXA:phenoname:Sprain of joints and ligaments of unspecified parts of head, initial encounter
850	Concussion	
8501	Concussion with brief loss of consciousness	
8502	Concussion with moderate loss of consciousness	
85202	Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness	ICD10_code:S066X2A:phenoname:Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter|ICD10_code:S066X1A:phenoname:Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, initial encounter
85222	Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness	ICD10_code:S065X2A:phenoname:Traumatic subdural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter|ICD10_code:S065X1A:phenoname:Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter
85401	Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness	ICD10_code:S069X0A:phenoname:Unspecified intracranial injury without loss of consciousness, initial encounter|ICD10_code:S06890A:phenoname:Other specified intracranial injury without loss of consciousness, initial encounter|ICD10_code:S061X0A:phenoname:Traumatic cerebral edema without loss of consciousness, initial encounter
85402	Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness	ICD10_code:S069X2A:phenoname:Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter|ICD10_code:S069X1A:phenoname:Unspecified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter|ICD10_code:S061X2A:phenoname:Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, initial encounter|ICD10_code:S061X1A:phenoname:Traumatic cerebral edema with loss of consciousness of 30 minutes or less, initial encounter
85406	Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration	ICD10_code:S069X9A:phenoname:Unspecified intracranial injury with loss of consciousness of unspecified duration, initial encounter|ICD10_code:S061X9A:phenoname:Traumatic cerebral edema with loss of consciousness of unspecified duration, initial encounter
85409	Intracranial injury of other and unspecified nature without mention of open intracranial wound, with concussion, unspecified	ICD10_code:S06890A:phenoname:Other specified intracranial injury without loss of consciousness, initial encounter|ICD10_code:S060X0A:phenoname:Concussion without loss of consciousness, initial encounter
8602	Traumatic hemothorax without mention of open wound into thorax	
86601	Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule	ICD10_code:S37029A:phenoname:Major contusion of unspecified kidney, initial encounter|ICD10_code:S37019A:phenoname:Minor contusion of unspecified kidney, initial encounter
8690	Internal injury to unspecified or ill-defined organs without mention of open wound into cavity	ICD10_code:S3790XA:phenoname:Unspecified injury of unspecified urinary and pelvic organ, initial encounter|ICD10_code:S3690XA:phenoname:Unspecified injury of unspecified intra-abdominal organ, initial encounter
87363	Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication	ICD10_code:S025XXB:phenoname:Fracture of tooth (traumatic), initial encounter for open fracture|ICD10_code:S025XXA:phenoname:Fracture of tooth (traumatic), initial encounter for closed fracture
87373	Open wound of tooth (broken) (fractured) (due to trauma), complicated	ICD10_code:S025XXB:phenoname:Fracture of tooth (traumatic), initial encounter for open fracture|ICD10_code:S025XXA:phenoname:Fracture of tooth (traumatic), initial encounter for closed fracture
8738	Other and unspecified open wound of head without mention of complication	ICD10_code:S0990XA:phenoname:Unspecified injury of head, initial encounter|ICD10_code:S0190XA:phenoname:Unspecified open wound of unspecified part of head, initial encounter
8739	Other and unspecified open wound of head, complicated	ICD10_code:S0192XA:phenoname:Laceration with foreign body of unspecified part of head, initial encounter|ICD10_code:S0190XA:phenoname:Unspecified open wound of unspecified part of head, initial encounter
8760	Open wound of back, without mention of complication	ICD10_code:S31000A:phenoname:Unspecified open wound of lower back and pelvis without penetration into retroperitoneum, initial encounter|ICD10_code:S21209A:phenoname:Unspecified open wound of unspecified back wall of thorax without penetration into thoracic cavity, initial encounter
8792	Open wound of abdominal wall, anterior, without mention of complication	ICD10_code:S31105A:phenoname:Unspecified open wound of abdominal wall, periumbilic region without penetration into peritoneal cavity, initial encounter|ICD10_code:S31102A:phenoname:Unspecified open wound of abdominal wall, epigastric region without penetration into peritoneal cavity, initial encounter
8793	Open wound of abdominal wall, anterior, complicated	ICD10_code:S31125A:phenoname:Laceration of abdominal wall with foreign body, periumbilic region without penetration into peritoneal cavity, initial encounter|ICD10_code:S31122A:phenoname:Laceration of abdominal wall with foreign body, epigastric region without penetration into peritoneal cavity, initial encounter
8799	Open wound(s) (multiple) of unspecified site(s), complicated	
88120	Open wound of forearm, with tendon involvement	ICD10_code:S56929A:phenoname:Laceration of unspecified muscles, fascia and tendons at forearm level, unspecified arm, initial encounter|ICD10_code:S51809A:phenoname:Unspecified open wound of unspecified forearm, initial encounter
88122	Open wound of wrist, with tendon involvement	ICD10_code:S66929A:phenoname:Laceration of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, initial encounter|ICD10_code:S61509A:phenoname:Unspecified open wound of unspecified wrist, initial encounter
8822	Open wound of hand except finger(s) alone, with tendon involvement	ICD10_code:S66929A:phenoname:Laceration of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, initial encounter|ICD10_code:S61409A:phenoname:Unspecified open wound of unspecified hand, initial encounter
8832	Open wound of finger(s), with tendon involvement	ICD10_code:S66529A:phenoname:Laceration of intrinsic muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter|ICD10_code:S61209A:phenoname:Unspecified open wound of unspecified finger without damage to nail, initial encounter|ICD10_code:S61109A:phenoname:Unspecified open wound of unspecified thumb with damage to nail, initial encounter
8900	Open wound of hip and thigh, without mention of complication	ICD10_code:S71109A:phenoname:Unspecified open wound, unspecified thigh, initial encounter|ICD10_code:S71009A:phenoname:Unspecified open wound, unspecified hip, initial encounter
8901	Open wound of hip and thigh, complicated	ICD10_code:S71129A:phenoname:Laceration with foreign body, unspecified thigh, initial encounter|ICD10_code:S71029A:phenoname:Laceration with foreign body, unspecified hip, initial encounter
8910	Open wound of knee, leg [except thigh], and ankle, without mention of complication	ICD10_code:S91009A:phenoname:Unspecified open wound, unspecified ankle, initial encounter|ICD10_code:S81809A:phenoname:Unspecified open wound, unspecified lower leg, initial encounter|ICD10_code:S81009A:phenoname:Unspecified open wound, unspecified knee, initial encounter
8911	Open wound of knee, leg [except thigh], and ankle, complicated	ICD10_code:S91029A:phenoname:Laceration with foreign body, unspecified ankle, initial encounter|ICD10_code:S81829A:phenoname:Laceration with foreign body, unspecified lower leg, initial encounter|ICD10_code:S81029A:phenoname:Laceration with foreign body, unspecified knee, initial encounter
8912	Open wound of knee, leg [except thigh], and ankle, with tendon involvement	ICD10_code:S96929A:phenoname:Laceration of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter|ICD10_code:S91009A:phenoname:Unspecified open wound, unspecified ankle, initial encounter|ICD10_code:S86929A:phenoname:Laceration of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, initial encounter|ICD10_code:S81809A:phenoname:Unspecified open wound, unspecified lower leg, initial encounter|ICD10_code:S81009A:phenoname:Unspecified open wound, unspecified knee, initial encounter
8922	Open wound of foot except toe(s) alone, with tendon involvement	ICD10_code:S96929A:phenoname:Laceration of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter|ICD10_code:S91309A:phenoname:Unspecified open wound, unspecified foot, initial encounter
8960	Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication	ICD10_code:S98929A:phenoname:Partial traumatic amputation of unspecified foot, level unspecified, initial encounter|ICD10_code:S98919A:phenoname:Complete traumatic amputation of unspecified foot, level unspecified, initial encounter|ICD10_code:S98329A:phenoname:Partial traumatic amputation of unspecified midfoot, initial encounter|ICD10_code:S98319A:phenoname:Complete traumatic amputation of unspecified midfoot, initial encounter|ICD10_code:S98029A:phenoname:Partial traumatic amputation of unspecified foot at ankle level, initial encounter|ICD10_code:S98019A:phenoname:Complete traumatic amputation of unspecified foot at ankle level, initial encounter
8974	Traumatic amputation of leg(s) (complete) (partial), unilateral, level not specified, without mention of complication	ICD10_code:S88929A:phenoname:Partial traumatic amputation of unspecified lower leg, level unspecified, initial encounter|ICD10_code:S88919A:phenoname:Complete traumatic amputation of unspecified lower leg, level unspecified, initial encounter|ICD10_code:S78929A:phenoname:Partial traumatic amputation of unspecified hip and thigh, level unspecified, initial encounter|ICD10_code:S78919A:phenoname:Complete traumatic amputation of unspecified hip and thigh, level unspecified, initial encounter
9048	Injury to unspecified blood vessel of lower extremity	ICD10_code:S95902A:phenoname:Unspecified injury of unspecified blood vessel at ankle and foot level, left leg, initial encounter|ICD10_code:S85909A:phenoname:Unspecified injury of unspecified blood vessel at lower leg level, unspecified leg, initial encounter|ICD10_code:S75909A:phenoname:Unspecified injury of unspecified blood vessel at hip and thigh level, unspecified leg, initial encounter
905	Late effects of musculoskeletal and connective tissue injuries	
