icd9_code	icd9_phe	potential_matches
31539	Other developmental speech or language disorder	ICD10_code:F8089:phenoname:Other developmental disorders of speech and language|ICD10_code:F8082:phenoname:Social pragmatic communication disorder|ICD10_code:F800:phenoname:Phonological disorder
0340	Streptococcal sore throat	ICD10_code:J0300:phenoname:Acute streptococcal tonsillitis, unspecified|ICD10_code:J020:phenoname:Streptococcal pharyngitis
7279	Unspecified disorder of synovium, tendon, and bursa	ICD10_code:M719:phenoname:Bursopathy, unspecified|ICD10_code:M6790:phenoname:Unspecified disorder of synovium and tendon, unspecified site
9074	Late effect of injury to peripheral nerve of shoulder girdle and upper limb	ICD10_code:S6490XS:phenoname:Injury of unspecified nerve at wrist and hand level of unspecified arm, sequela|ICD10_code:S5490XS:phenoname:Injury of unspecified nerve at forearm level, unspecified arm, sequela|ICD10_code:S4490XS:phenoname:Injury of unspecified nerve at shoulder and upper arm level, unspecified arm, sequela
6961	Other psoriasis	ICD10_code:L408:phenoname:Other psoriasis|ICD10_code:L404:phenoname:Guttate psoriasis|ICD10_code:L403:phenoname:Pustulosis palmaris et plantaris|ICD10_code:L402:phenoname:Acrodermatitis continua|ICD10_code:L401:phenoname:Generalized pustular psoriasis|ICD10_code:L400:phenoname:Psoriasis vulgaris
9889	Toxic effect of unspecified noxious substance eaten as food	ICD10_code:T6294XA:phenoname:Toxic effect of unspecified noxious substance eaten as food, undetermined, initial encounter|ICD10_code:T6293XA:phenoname:Toxic effect of unspecified noxious substance eaten as food, assault, initial encounter|ICD10_code:T6292XA:phenoname:Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter|ICD10_code:T6291XA:phenoname:Toxic effect of unspecified noxious substance eaten as food, accidental (unintentional), initial encounter
47819	Other disease of nasal cavity and sinuses	ICD10_code:J3489:phenoname:Other specified disorders of nose and nasal sinuses|ICD10_code:J341:phenoname:Cyst and mucocele of nose and nasal sinus|ICD10_code:J340:phenoname:Abscess, furuncle and carbuncle of nose
75251	Undescended testis	ICD10_code:Q539:phenoname:Undescended testicle, unspecified|ICD10_code:Q5313:phenoname:Unilateral high scrotal testis
80230	Open fracture of mandible, unspecified site	ICD10_code:S0269XB:phenoname:Fracture of mandible of other specified site, initial encounter for open fracture|ICD10_code:S02609B:phenoname:Fracture of mandible, unspecified, initial encounter for open fracture
37821	Intermittent esotropia, monocular	ICD10_code:H50312:phenoname:Intermittent monocular esotropia, left eye|ICD10_code:H50311:phenoname:Intermittent monocular esotropia, right eye
44281	Aneurysm of artery of neck	ICD10_code:I726:phenoname:Aneurysm of vertebral artery|ICD10_code:I725:phenoname:Aneurysm of other precerebral arteries|ICD10_code:I720:phenoname:Aneurysm of carotid artery
65421	Previous cesarean delivery, delivered, with or without mention of antepartum condition	ICD10_code:O34219:phenoname:Maternal care for unspecified type scar from previous cesarean delivery|ICD10_code:O34212:phenoname:Maternal care for vertical scar from previous cesarean delivery|ICD10_code:O34211:phenoname:Maternal care for low transverse scar from previous cesarean delivery
8481	Sprain of jaw	ICD10_code:S0343XA:phenoname:Sprain of jaw, bilateral, initial encounter|ICD10_code:S0342XA:phenoname:Sprain of jaw, left side, initial encounter|ICD10_code:S0341XA:phenoname:Sprain of jaw, right side, initial encounter|ICD10_code:S0340XA:phenoname:Sprain of jaw, unspecified side, initial encounter
74346	Other specified congenital anomalies of iris and ciliary body	ICD10_code:Q132:phenoname:Other congenital malformations of iris|ICD10_code:Q130:phenoname:Coloboma of iris
8024	Closed fracture of malar and maxillary bones	ICD10_code:S0240FA:phenoname:Zygomatic fracture, left side, initial encounter for closed fracture|ICD10_code:S0240EA:phenoname:Zygomatic fracture, right side, initial encounter for closed fracture|ICD10_code:S0240DA:phenoname:Maxillary fracture, left side, initial encounter for closed fracture|ICD10_code:S0240CA:phenoname:Maxillary fracture, right side, initial encounter for closed fracture|ICD10_code:S0240BA:phenoname:Malar fracture, left side, initial encounter for closed fracture|ICD10_code:S0240AA:phenoname:Malar fracture, right side, initial encounter for closed fracture|ICD10_code:S02402A:phenoname:Zygomatic fracture, unspecified side, initial encounter for closed fracture|ICD10_code:S02401A:phenoname:Maxillary fracture, unspecified side, initial encounter for closed fracture|ICD10_code:S02400A:phenoname:Malar fracture, unspecified side, initial encounter for closed fracture
9091	Late effect of toxic effects of nonmedical substances	ICD10_code:T6594XS:phenoname:Toxic effect of unspecified substance, undetermined, sequela|ICD10_code:T6593XS:phenoname:Toxic effect of unspecified substance, assault, sequela|ICD10_code:T6592XS:phenoname:Toxic effect of unspecified substance, intentional self-harm, sequela|ICD10_code:T6591XS:phenoname:Toxic effect of unspecified substance, accidental (unintentional), sequela
99681	Complications of transplanted kidney	ICD10_code:T8612:phenoname:Kidney transplant failure|ICD10_code:T8611:phenoname:Kidney transplant rejection|ICD10_code:T8610:phenoname:Unspecified complication of kidney transplant
20190	Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites	ICD10_code:C8199:phenoname:Hodgkin lymphoma, unspecified, extranodal and solid organ sites|ICD10_code:C8190:phenoname:Hodgkin lymphoma, unspecified, unspecified site
9341	Foreign body in main bronchus	ICD10_code:T17598A:phenoname:Other foreign object in bronchus causing other injury, initial encounter|ICD10_code:T17590A:phenoname:Other foreign object in bronchus causing asphyxiation, initial encounter|ICD10_code:T17528A:phenoname:Food in bronchus causing other injury, initial encounter|ICD10_code:T17520A:phenoname:Food in bronchus causing asphyxiation, initial encounter|ICD10_code:T17518A:phenoname:Gastric contents in bronchus causing other injury, initial encounter|ICD10_code:T17510A:phenoname:Gastric contents in bronchus causing asphyxiation, initial encounter|ICD10_code:T17508A:phenoname:Unspecified foreign body in bronchus causing other injury, initial encounter|ICD10_code:T17500A:phenoname:Unspecified foreign body in bronchus causing asphyxiation, initial encounter
36511	Primary open angle glaucoma	ICD10_code:H401194:phenoname:Primary open-angle glaucoma, unspecified eye, indeterminate stage|ICD10_code:H401193:phenoname:Primary open-angle glaucoma, unspecified eye, severe stage|ICD10_code:H401192:phenoname:Primary open-angle glaucoma, unspecified eye, moderate stage|ICD10_code:H401191:phenoname:Primary open-angle glaucoma, unspecified eye, mild stage|ICD10_code:H401190:phenoname:Primary open-angle glaucoma, unspecified eye, stage unspecified|ICD10_code:H401134:phenoname:Primary open-angle glaucoma, bilateral, indeterminate stage|ICD10_code:H401133:phenoname:Primary open-angle glaucoma, bilateral, severe stage|ICD10_code:H401132:phenoname:Primary open-angle glaucoma, bilateral, moderate stage|ICD10_code:H401131:phenoname:Primary open-angle glaucoma, bilateral, mild stage|ICD10_code:H401130:phenoname:Primary open-angle glaucoma, bilateral, stage unspecified|ICD10_code:H401124:phenoname:Primary open-angle glaucoma, left eye, indeterminate stage|ICD10_code:H401123:phenoname:Primary open-angle glaucoma, left eye, severe stage|ICD10_code:H401122:phenoname:Primary open-angle glaucoma, left eye, moderate stage|ICD10_code:H401121:phenoname:Primary open-angle glaucoma, left eye, mild stage|ICD10_code:H401120:phenoname:Primary open-angle glaucoma, left eye, stage unspecified|ICD10_code:H401114:phenoname:Primary open-angle glaucoma, right eye, indeterminate stage|ICD10_code:H401113:phenoname:Primary open-angle glaucoma, right eye, severe stage|ICD10_code:H401112:phenoname:Primary open-angle glaucoma, right eye, moderate stage|ICD10_code:H401111:phenoname:Primary open-angle glaucoma, right eye, mild stage|ICD10_code:H401110:phenoname:Primary open-angle glaucoma, right eye, stage unspecified
7932	Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs	ICD10_code:R938:phenoname:NaN|ICD10_code:R931:phenoname:Abnormal findings on diagnostic imaging of heart and coronary circulation
6983	Lichenification and lichen simplex chronicus	ICD10_code:L281:phenoname:Prurigo nodularis|ICD10_code:L280:phenoname:Lichen simplex chronicus
1728	Malignant melanoma of other specified sites of skin	ICD10_code:D038:phenoname:Melanoma in situ of other sites|ICD10_code:C438:phenoname:Malignant melanoma of overlapping sites of skin
2168	Benign neoplasm of other specified sites of skin	ICD10_code:D239:phenoname:Other benign neoplasm of skin, unspecified|ICD10_code:D229:phenoname:Melanocytic nevi, unspecified
75211	Embryonic cyst of fallopian tubes and broad ligaments	ICD10_code:Q505:phenoname:Embryonic cyst of broad ligament|ICD10_code:Q504:phenoname:Embryonic cyst of fallopian tube
5952	Other chronic cystitis	ICD10_code:N3021:phenoname:Other chronic cystitis with hematuria|ICD10_code:N3020:phenoname:Other chronic cystitis without hematuria
94222	Blisters, epidermal loss [second degree] of chest wall, excluding breast and nipple	ICD10_code:T2161XA:phenoname:Corrosion of second degree of chest wall, initial encounter|ICD10_code:T2121XA:phenoname:Burn of second degree of chest wall, initial encounter
64723	Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	ICD10_code:O98313:phenoname:Other infections with a predominantly sexual mode of transmission complicating pregnancy, third trimester|ICD10_code:O98312:phenoname:Other infections with a predominantly sexual mode of transmission complicating pregnancy, second trimester|ICD10_code:O98311:phenoname:Other infections with a predominantly sexual mode of transmission complicating pregnancy, first trimester
73739	Other kyphoscoliosis and scoliosis	ICD10_code:M419:phenoname:Scoliosis, unspecified|ICD10_code:M4180:phenoname:Other forms of scoliosis, site unspecified
5258	Other specified disorders of the teeth and supporting structures	ICD10_code:K0889:phenoname:Other specified disorders of teeth and supporting structures|ICD10_code:M2679:phenoname:Other specified alveolar anomalies
65413	Tumors of body of uterus, antepartum condition or complication	ICD10_code:O3413:phenoname:Maternal care for benign tumor of corpus uteri, third trimester|ICD10_code:O3412:phenoname:Maternal care for benign tumor of corpus uteri, second trimester|ICD10_code:O3411:phenoname:Maternal care for benign tumor of corpus uteri, first trimester
64653	Asymptomatic bacteriuria in pregnancy, antepartum condition or complication	ICD10_code:O2343:phenoname:Unspecified infection of urinary tract in pregnancy, third trimester|ICD10_code:O2342:phenoname:Unspecified infection of urinary tract in pregnancy, second trimester|ICD10_code:O2341:phenoname:Unspecified infection of urinary tract in pregnancy, first trimester
1725	Malignant melanoma of skin of trunk, except scrotum	ICD10_code:D0359:phenoname:Melanoma in situ of other part of trunk|ICD10_code:D0352:phenoname:Melanoma in situ of breast (skin) (soft tissue)|ICD10_code:D0351:phenoname:Melanoma in situ of anal skin|ICD10_code:C4359:phenoname:Malignant melanoma of other part of trunk
71101	Pyogenic arthritis, shoulder region	ICD10_code:M00819:phenoname:Arthritis due to other bacteria, unspecified shoulder|ICD10_code:M00219:phenoname:Other streptococcal arthritis, unspecified shoulder|ICD10_code:M00119:phenoname:Pneumococcal arthritis, unspecified shoulder|ICD10_code:M00019:phenoname:Staphylococcal arthritis, unspecified shoulder
71957	Stiffness of joint, not elsewhere classified, ankle and foot	ICD10_code:M25676:phenoname:Stiffness of unspecified foot, not elsewhere classified|ICD10_code:M25673:phenoname:Stiffness of unspecified ankle, not elsewhere classified
5409	Acute appendicitis without mention of peritonitis	ICD10_code:K3589:phenoname:NaN|ICD10_code:K3580:phenoname:Unspecified acute appendicitis
6944	Pemphigus	ICD10_code:L109:phenoname:Pemphigus, unspecified|ICD10_code:L104:phenoname:Pemphigus erythematosus|ICD10_code:L102:phenoname:Pemphigus foliaceous|ICD10_code:L101:phenoname:Pemphigus vegetans|ICD10_code:L100:phenoname:Pemphigus vulgaris
2363	Neoplasm of uncertain behavior of other and unspecified female genital organs	ICD10_code:D399:phenoname:Neoplasm of uncertain behavior of female genital organ, unspecified|ICD10_code:D398:phenoname:Neoplasm of uncertain behavior of other specified female genital organs
7226	Degeneration of intervertebral disc, site unspecified	ICD10_code:M5137:phenoname:Other intervertebral disc degeneration, lumbosacral region|ICD10_code:M5136:phenoname:Other intervertebral disc degeneration, lumbar region|ICD10_code:M5135:phenoname:Other intervertebral disc degeneration, thoracolumbar region|ICD10_code:M5134:phenoname:Other intervertebral disc degeneration, thoracic region
6018	Other specified inflammatory diseases of prostate	ICD10_code:N418:phenoname:Other inflammatory diseases of prostate|ICD10_code:N414:phenoname:Granulomatous prostatitis
27739	Other amyloidosis	ICD10_code:E8589:phenoname:Other amyloidosis|ICD10_code:E8582:phenoname:Wild-type transthyretin-related (ATTR) amyloidosis|ICD10_code:E8581:phenoname:Light chain (AL) amyloidosis|ICD10_code:E853:phenoname:Secondary systemic amyloidosis|ICD10_code:E851:phenoname:Neuropathic heredofamilial amyloidosis
7103	Dermatomyositis	ICD10_code:M3393:phenoname:Dermatopolymyositis, unspecified without myopathy|ICD10_code:M3390:phenoname:Dermatopolymyositis, unspecified, organ involvement unspecified|ICD10_code:M3313:phenoname:Other dermatomyositis without myopathy|ICD10_code:M3303:phenoname:Juvenile dermatomyositis without myopathy
30279	Psychosexual dysfunction with other specified psychosexual dysfunctions	ICD10_code:F528:phenoname:Other sexual dysfunction not due to a substance or known physiological condition|ICD10_code:F521:phenoname:Sexual aversion disorder
2550	Cushing's syndrome	ICD10_code:E249:phenoname:Cushing's syndrome, unspecified|ICD10_code:E248:phenoname:Other Cushing's syndrome|ICD10_code:E243:phenoname:Ectopic ACTH syndrome|ICD10_code:E242:phenoname:Drug-induced Cushing's syndrome|ICD10_code:E240:phenoname:Pituitary-dependent Cushing's disease
71107	Pyogenic arthritis, ankle and foot	ICD10_code:M00879:phenoname:Arthritis due to other bacteria, unspecified ankle and foot|ICD10_code:M00279:phenoname:Other streptococcal arthritis, unspecified ankle and foot|ICD10_code:M00179:phenoname:Pneumococcal arthritis, unspecified ankle and foot|ICD10_code:M00079:phenoname:Staphylococcal arthritis, unspecified ankle and foot
65411	Tumors of body of uterus, delivered, with or without mention of antepartum condition	ICD10_code:O3413:phenoname:Maternal care for benign tumor of corpus uteri, third trimester|ICD10_code:O3412:phenoname:Maternal care for benign tumor of corpus uteri, second trimester|ICD10_code:O3411:phenoname:Maternal care for benign tumor of corpus uteri, first trimester
65613	Rhesus isoimmunization, antepartum condition or complication	ICD10_code:O360930:phenoname:Maternal care for other rhesus isoimmunization, third trimester, not applicable or unspecified|ICD10_code:O360920:phenoname:Maternal care for other rhesus isoimmunization, second trimester, not applicable or unspecified|ICD10_code:O360910:phenoname:Maternal care for other rhesus isoimmunization, first trimester, not applicable or unspecified|ICD10_code:O360130:phenoname:Maternal care for anti-D [Rh] antibodies, third trimester, not applicable or unspecified|ICD10_code:O360120:phenoname:Maternal care for anti-D [Rh] antibodies, second trimester, not applicable or unspecified|ICD10_code:O360110:phenoname:Maternal care for anti-D [Rh] antibodies, first trimester, not applicable or unspecified
17332	Squamous cell carcinoma of skin of other and unspecified parts of face	ICD10_code:C44329:phenoname:Squamous cell carcinoma of skin of other parts of face|ICD10_code:C44321:phenoname:Squamous cell carcinoma of skin of nose|ICD10_code:C44320:phenoname:Squamous cell carcinoma of skin of unspecified parts of face
81323	Closed fracture of shaft of radius with ulna	ICD10_code:S52309A:phenoname:Unspecified fracture of shaft of unspecified radius, initial encounter for closed fracture|ICD10_code:S52209A:phenoname:Unspecified fracture of shaft of unspecified ulna, initial encounter for closed fracture
94428	Blisters, epidermal loss [second degree] of multiple sites of wrist(s) and hand(s)	ICD10_code:T23699A:phenoname:Corrosion of second degree of multiple sites of unspecified wrist and hand, initial encounter|ICD10_code:T23299A:phenoname:Burn of second degree of multiple sites of unspecified wrist and hand, initial encounter
4409	Generalized and unspecified atherosclerosis	ICD10_code:I7091:phenoname:Generalized atherosclerosis|ICD10_code:I7090:phenoname:Unspecified atherosclerosis
9839	Toxic effect of caustic, unspecified	ICD10_code:T541X4A:phenoname:Toxic effect of other corrosive organic compounds, undetermined, initial encounter|ICD10_code:T541X3A:phenoname:Toxic effect of other corrosive organic compounds, assault, initial encounter|ICD10_code:T541X2A:phenoname:Toxic effect of other corrosive organic compounds, intentional self-harm, initial encounter|ICD10_code:T541X1A:phenoname:Toxic effect of other corrosive organic compounds, accidental (unintentional), initial encounter|ICD10_code:T571X4A:phenoname:Toxic effect of phosphorus and its compounds, undetermined, initial encounter|ICD10_code:T571X3A:phenoname:Toxic effect of phosphorus and its compounds, assault, initial encounter|ICD10_code:T571X2A:phenoname:Toxic effect of phosphorus and its compounds, intentional self-harm, initial encounter|ICD10_code:T571X1A:phenoname:Toxic effect of phosphorus and its compounds, accidental (unintentional), initial encounter|ICD10_code:T5494XA:phenoname:Toxic effect of unspecified corrosive substance, undetermined, initial encounter|ICD10_code:T5493XA:phenoname:Toxic effect of unspecified corrosive substance, assault, initial encounter|ICD10_code:T5492XA:phenoname:Toxic effect of unspecified corrosive substance, intentional self-harm, initial encounter|ICD10_code:T5491XA:phenoname:Toxic effect of unspecified corrosive substance, accidental (unintentional), initial encounter
11592	Histoplasmosis, unspecified, retinitis	ICD10_code:H32:phenoname:Chorioretinal disorders in diseases classified elsewhere|ICD10_code:B399:phenoname:Histoplasmosis, unspecified
72211	Displacement of thoracic intervertebral disc without myelopathy	ICD10_code:M5125:phenoname:Other intervertebral disc displacement, thoracolumbar region|ICD10_code:M5124:phenoname:Other intervertebral disc displacement, thoracic region
72251	Degeneration of thoracic or thoracolumbar intervertebral disc	ICD10_code:M5135:phenoname:Other intervertebral disc degeneration, thoracolumbar region|ICD10_code:M5134:phenoname:Other intervertebral disc degeneration, thoracic region
61172	Lump or mass in breast	ICD10_code:N6342:phenoname:Unspecified lump in left breast, subareolar|ICD10_code:N6341:phenoname:Unspecified lump in right breast, subareolar|ICD10_code:N6332:phenoname:Unspecified lump in axillary tail of the left breast|ICD10_code:N6331:phenoname:Unspecified lump in axillary tail of the right breast|ICD10_code:N6324:phenoname:Unspecified lump in the left breast, lower inner quadrant|ICD10_code:N6323:phenoname:Unspecified lump in the left breast, lower outer quadrant|ICD10_code:N6322:phenoname:Unspecified lump in the left breast, upper inner quadrant|ICD10_code:N6321:phenoname:Unspecified lump in the left breast, upper outer quadrant|ICD10_code:N6320:phenoname:Unspecified lump in the left breast, unspecified quadrant|ICD10_code:N6314:phenoname:Unspecified lump in the right breast, lower inner quadrant|ICD10_code:N6313:phenoname:Unspecified lump in the right breast, lower outer quadrant|ICD10_code:N6312:phenoname:Unspecified lump in the right breast, upper inner quadrant|ICD10_code:N6311:phenoname:Unspecified lump in the right breast, upper outer quadrant|ICD10_code:N6310:phenoname:Unspecified lump in the right breast, unspecified quadrant|ICD10_code:N630:phenoname:Unspecified lump in unspecified breast
9679	Poisoning by unspecified sedative or hypnotic	ICD10_code:T4274XA:phenoname:Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter|ICD10_code:T4273XA:phenoname:Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, assault, initial encounter|ICD10_code:T4272XA:phenoname:Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter|ICD10_code:T4271XA:phenoname:Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter
37831	Hypertropia	ICD10_code:H5022:phenoname:Vertical strabismus, left eye|ICD10_code:H5021:phenoname:Vertical strabismus, right eye
5220	Pulpitis	ICD10_code:K0402:phenoname:Irreversible pulpitis|ICD10_code:K0401:phenoname:Reversible pulpitis
64233	Transient hypertension of pregnancy, antepartum condition or complication	ICD10_code:O163:phenoname:Unspecified maternal hypertension, third trimester|ICD10_code:O162:phenoname:Unspecified maternal hypertension, second trimester|ICD10_code:O161:phenoname:Unspecified maternal hypertension, first trimester|ICD10_code:O133:phenoname:Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester|ICD10_code:O132:phenoname:Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester|ICD10_code:O131:phenoname:Gestational [pregnancy-induced] hypertension without significant proteinuria, first trimester
82525	Closed fracture of metatarsal bone(s)	ICD10_code:S99199A:phenoname:Other physeal fracture of unspecified metatarsal, initial encounter for closed fracture|ICD10_code:S99149A:phenoname:Salter-Harris Type IV physeal fracture of unspecified metatarsal, initial encounter for closed fracture|ICD10_code:S99139A:phenoname:Salter-Harris Type III physeal fracture of unspecified metatarsal, initial encounter for closed fracture|ICD10_code:S99129A:phenoname:Salter-Harris Type II physeal fracture of unspecified metatarsal, initial encounter for closed fracture|ICD10_code:S99119A:phenoname:Salter-Harris Type I physeal fracture of unspecified metatarsal, initial encounter for closed fracture|ICD10_code:S99109A:phenoname:Unspecified physeal fracture of unspecified metatarsal, initial encounter for closed fracture|ICD10_code:S92309A:phenoname:Fracture of unspecified metatarsal bone(s), unspecified foot, initial encounter for closed fracture
1981	Secondary malignant neoplasm of other urinary organs	ICD10_code:C7919:phenoname:Secondary malignant neoplasm of other urinary organs|ICD10_code:C7911:phenoname:Secondary malignant neoplasm of bladder
75319	Other specified cystic kidney disease	ICD10_code:Q618:phenoname:Other cystic kidney diseases|ICD10_code:Q6102:phenoname:Congenital multiple renal cysts
5690	Anal and rectal polyp	ICD10_code:K621:phenoname:Rectal polyp|ICD10_code:K620:phenoname:Anal polyp
65803	Oligohydramnios, antepartum condition or complication	ICD10_code:O4103X0:phenoname:Oligohydramnios, third trimester, not applicable or unspecified|ICD10_code:O4102X0:phenoname:Oligohydramnios, second trimester, not applicable or unspecified|ICD10_code:O4101X0:phenoname:Oligohydramnios, first trimester, not applicable or unspecified
33529	Other motor neuron disease	ICD10_code:G1229:phenoname:Other motor neuron disease|ICD10_code:G1224:phenoname:Familial motor neuron disease
2808	Other specified iron deficiency anemias	ICD10_code:D508:phenoname:Other iron deficiency anemias|ICD10_code:D501:phenoname:Sideropenic dysphagia
1820	Malignant neoplasm of corpus uteri, except isthmus	ICD10_code:C549:phenoname:Malignant neoplasm of corpus uteri, unspecified|ICD10_code:C543:phenoname:Malignant neoplasm of fundus uteri|ICD10_code:C542:phenoname:Malignant neoplasm of myometrium|ICD10_code:C541:phenoname:Malignant neoplasm of endometrium
2351	Neoplasm of uncertain behavior of lip, oral cavity, and pharynx	ICD10_code:D3705:phenoname:Neoplasm of uncertain behavior of pharynx|ICD10_code:D3704:phenoname:Neoplasm of uncertain behavior of the minor salivary glands|ICD10_code:D3702:phenoname:Neoplasm of uncertain behavior of tongue|ICD10_code:D3701:phenoname:Neoplasm of uncertain behavior of lip
81344	Closed fracture of lower end of radius with ulna	ICD10_code:S52609A:phenoname:Unspecified fracture of lower end of unspecified ulna, initial encounter for closed fracture|ICD10_code:S52509A:phenoname:Unspecified fracture of the lower end of unspecified radius, initial encounter for closed fracture
7292	Neuralgia, neuritis, and radiculitis, unspecified	ICD10_code:M792:phenoname:Neuralgia and neuritis, unspecified|ICD10_code:M5410:phenoname:Radiculopathy, site unspecified
63400	Spontaneous abortion, complicated by genital tract and pelvic infection, unspecified	ICD10_code:O0387:phenoname:Sepsis following complete or unspecified spontaneous abortion|ICD10_code:O035:phenoname:Genital tract and pelvic infection following complete or unspecified spontaneous abortion
83410	Open dislocation of finger, unspecified part	ICD10_code:S63259A:phenoname:Unspecified dislocation of unspecified finger, initial encounter|ICD10_code:S63106A:phenoname:Unspecified dislocation of unspecified thumb, initial encounter|ICD10_code:S61209A:phenoname:Unspecified open wound of unspecified finger without damage to nail, initial encounter|ICD10_code:S61009A:phenoname:Unspecified open wound of unspecified thumb without damage to nail, initial encounter
8360	Tear of medial cartilage or meniscus of knee, current	ICD10_code:S83249A:phenoname:Other tear of medial meniscus, current injury, unspecified knee, initial encounter|ICD10_code:S83219A:phenoname:Bucket-handle tear of medial meniscus, current injury, unspecified knee, initial encounter
70589	Other specified disorders of sweat glands	ICD10_code:L758:phenoname:Other apocrine sweat disorders|ICD10_code:L751:phenoname:Chromhidrosis|ICD10_code:L750:phenoname:Bromhidrosis|ICD10_code:L748:phenoname:Other eccrine sweat disorders
71103	Pyogenic arthritis, forearm	ICD10_code:M00839:phenoname:Arthritis due to other bacteria, unspecified wrist|ICD10_code:M00239:phenoname:Other streptococcal arthritis, unspecified wrist|ICD10_code:M00139:phenoname:Pneumococcal arthritis, unspecified wrist|ICD10_code:M00039:phenoname:Staphylococcal arthritis, unspecified wrist
5277	Disturbance of salivary secretion	ICD10_code:R682:phenoname:Dry mouth, unspecified|ICD10_code:K117:phenoname:Disturbances of salivary secretion
36920	Moderate or severe impairment, both eyes, impairment level not further specified	ICD10_code:H542X22:phenoname:Low vision right eye category 2, low vision left eye category 2|ICD10_code:H542X21:phenoname:Low vision right eye category 2, low vision left eye category 1|ICD10_code:H542X12:phenoname:Low vision right eye category 1, low vision left eye category 2|ICD10_code:H542X11:phenoname:Low vision right eye category 1, low vision left eye category 1
38010	Infective otitis externa, unspecified	ICD10_code:H60399:phenoname:Other infective otitis externa, unspecified ear|ICD10_code:H60329:phenoname:Hemorrhagic otitis externa, unspecified ear|ICD10_code:H60319:phenoname:Diffuse otitis externa, unspecified ear|ICD10_code:H6010:phenoname:Cellulitis of external ear, unspecified ear|ICD10_code:H6000:phenoname:Abscess of external ear, unspecified ear
65401	Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition	ICD10_code:O3403:phenoname:Maternal care for unspecified congenital malformation of uterus, third trimester|ICD10_code:O3402:phenoname:Maternal care for unspecified congenital malformation of uterus, second trimester|ICD10_code:O3401:phenoname:Maternal care for unspecified congenital malformation of uterus, first trimester
3335	Other choreas	ICD10_code:G255:phenoname:Other chorea|ICD10_code:G254:phenoname:Drug-induced chorea
80106	Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration	ICD10_code:S02109A:phenoname:Fracture of base of skull, unspecified side, initial encounter for closed fracture|ICD10_code:S02102A:phenoname:Fracture of base of skull, left side, initial encounter for closed fracture|ICD10_code:S02101A:phenoname:Fracture of base of skull, right side, initial encounter for closed fracture
53550	Unspecified gastritis and gastroduodenitis, without mention of hemorrhage	ICD10_code:K2990:phenoname:Gastroduodenitis, unspecified, without bleeding|ICD10_code:K2970:phenoname:Gastritis, unspecified, without bleeding
30272	Psychosexual dysfunction with inhibited sexual excitement	ICD10_code:F528:phenoname:Other sexual dysfunction not due to a substance or known physiological condition|ICD10_code:F5221:phenoname:Male erectile disorder
9878	Toxic effect of other specified gases, fumes, or vapors	ICD10_code:T59894A:phenoname:Toxic effect of other specified gases, fumes and vapors, undetermined, initial encounter|ICD10_code:T59893A:phenoname:Toxic effect of other specified gases, fumes and vapors, assault, initial encounter|ICD10_code:T59892A:phenoname:Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter|ICD10_code:T59891A:phenoname:Toxic effect of other specified gases, fumes and vapors, accidental (unintentional), initial encounter|ICD10_code:T59814A:phenoname:Toxic effect of smoke, undetermined, initial encounter|ICD10_code:T59813A:phenoname:Toxic effect of smoke, assault, initial encounter|ICD10_code:T59812A:phenoname:Toxic effect of smoke, intentional self-harm, initial encounter|ICD10_code:T59811A:phenoname:Toxic effect of smoke, accidental (unintentional), initial encounter|ICD10_code:T597X4A:phenoname:Toxic effect of carbon dioxide, undetermined, initial encounter|ICD10_code:T597X3A:phenoname:Toxic effect of carbon dioxide, assault, initial encounter|ICD10_code:T597X2A:phenoname:Toxic effect of carbon dioxide, intentional self-harm, initial encounter|ICD10_code:T597X1A:phenoname:Toxic effect of carbon dioxide, accidental (unintentional), initial encounter|ICD10_code:T596X4A:phenoname:Toxic effect of hydrogen sulfide, undetermined, initial encounter|ICD10_code:T596X3A:phenoname:Toxic effect of hydrogen sulfide, assault, initial encounter|ICD10_code:T596X2A:phenoname:Toxic effect of hydrogen sulfide, intentional self-harm, initial encounter|ICD10_code:T596X1A:phenoname:Toxic effect of hydrogen sulfide, accidental (unintentional), initial encounter|ICD10_code:T595X4A:phenoname:Toxic effect of fluorine gas and hydrogen fluoride, undetermined, initial encounter|ICD10_code:T595X3A:phenoname:Toxic effect of fluorine gas and hydrogen fluoride, assault, initial encounter|ICD10_code:T595X2A:phenoname:Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, initial encounter|ICD10_code:T595X1A:phenoname:Toxic effect of fluorine gas and hydrogen fluoride, accidental (unintentional), initial encounter
